Activity Period;Operating Airline;Operating Airline IATA Code;Published Airline;Published Airline IATA Code;GEO Summary;GEO Region;Landing Aircraft Type;Aircraft Body Type;Aircraft Manufacturer;Aircraft Model;Aircraft Version;Landing Count;Total Landed Weight
200508;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Airbus;A340;600;31;17,701,000
200508;Mesa Airlines;YV;US Airways;US ;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;900;35;2,572,500
200508;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A319;;16;2,152,000
200508;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A320;;44;6,256,800
200508;Midwest Airlines;YX;Midwest Airlines;YX;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-88;;31;4,324,500
200508;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;200;48;30,240,000
200508;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Freighter;Wide Body;Boeing;747;200;3;1,890,000
200508;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Boeing;757;300;91;20,384,000
200508;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Boeing;757;;155;30,690,000
200508;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Airbus;A319;;15;2,016,000
200508;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Airbus;A320;;76;10,807,200
200508;Northwest Airlines;NW;Northwest Airlines;NW;International;Asia;Passenger;Wide Body;Airbus;A330;223;31;12,437,200
200508;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Boeing;747;400;30;18,900,000
200508;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Airbus;A340;300;5;2,094,400
200508;Singapore Airlines;SQ;Singapore Airlines;SQ;International;Asia;Passenger;Wide Body;Boeing;747;400;31;19,530,000
200508;Singapore Airlines;SQ;Singapore Airlines;SQ;International;Asia;Passenger;Wide Body;Boeing;777;200ER;31;14,230,550
200508;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;500;153;7,191,000
200508;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;600;273;18,291,000
200508;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Regional Jet;Bombardier;CRJ;600;61;4,087,000
200508;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;1,378;64,766,000
200508;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Turbo Prop;Embraer;ERJ;120;1,686;43,498,800
200508;Sun Country Airlines;SY;Sun Country Airlines;SY;Domestic;US;Passenger;Narrow Body;Boeing;737;800;31;4,532,900
200508;TACA;TA;TACA;TA;International;Central America;Passenger;Narrow Body;Airbus;A320;;62;8,816,400
200508;Tradewinds Airlines;WI;Tradewinds Airlines;WI;Domestic;US;Freighter;Wide Body;Boeing;747;200B;13;8,190,000
200508;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Boeing;737;300;146;16,664,800
200508;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A319;;149;20,517,400
200508;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A320;;120;17,057,300
200508;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A321;;235;40,302,500
200508;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;200;1;98,000
200508;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;700;104;13,312,000
200508;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;800;199;28,656,000
200508;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;900;27;3,977,100
200508;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;;44;5,016,000
200508;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;200;62;12,276,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;727;0;667;90,045,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;300;404;46,056,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Boeing;737;322;124;14,136,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;500;80;8,800,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;747;422;24;15,120,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Asia;Passenger;Wide Body;Boeing;747;422;155;97,650,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;422;31;19,530,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Europe;Passenger;Wide Body;Boeing;747;422;31;19,530,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;;1,332;263,736,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Mexico;Passenger;Narrow Body;Boeing;757;;4;792,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;767;300;177;53,100,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Europe;Passenger;Wide Body;Boeing;767;300;31;9,300,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;767;322;91;29,120,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Asia;Passenger;Wide Body;Boeing;777;222;93;42,780,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Europe;Passenger;Wide Body;Boeing;777;222;62;28,520,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;777;222B;74;34,040,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;777;;90;40,050,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Airbus;A320;232;910;129,402,000
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Airbus;A320;232;31;4,408,200
200508;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Mexico;Passenger;Narrow Body;Airbus;A320;232;35;4,977,000
200508;Virgin Atlantic;VS;Virgin Atlantic;VS;International;Europe;Passenger;Wide Body;Boeing;747;400;31;19,530,000
200508;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;600;1;120,000
200508;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;700;20;2,557,800
200508;WestJet Airlines;WS;WestJet Airlines;WS;International;Canada;Passenger;Narrow Body;Boeing;737;800;1;146,300
200509;ABX Air;GB;ABX Air;GB;Domestic;US;Freighter;Narrow Body;McDonnell Douglas;DC-9;30;40;4,051,000
200509;ABX Air;GB;ABX Air;GB;Domestic;US;Freighter;Narrow Body;McDonnell Douglas;DC-9;41;2;204,000
200509;ATA Airlines;TZ;ATA Airlines;TZ;Domestic;US;Passenger;Narrow Body;Boeing;737;800;16;2,340,800
200509;ATA Airlines;TZ;ATA Airlines;TZ;Domestic;US;Passenger;Narrow Body;Boeing;757;200;9;1,782,000
200509;ATA Airlines;TZ;ATA Airlines;TZ;Domestic;US;Passenger;Narrow Body;Boeing;757;300;104;23,296,000
200509;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A319;114;130;17,485,000
200509;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A320;211;98;13,935,600
200509;Air Canada;AC;Air Canada;AC;International;Canada;Passenger;Narrow Body;Airbus;A321;211;3;514,560
200509;Air China;CA;Air China;CA;International;Asia;Passenger;Wide Body;Boeing;747;400;18;11,340,000
200509;Air France;AF;Air France;AF;International;Europe;Combi;Wide Body;Boeing;747;200;4;2,520,000
200509;Air France;AF;Air France;AF;International;Europe;Passenger;Wide Body;Boeing;747;400;26;15,531,000
200509;Air New Zealand;NZ;Air New Zealand;NZ;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;400;13;8,190,000
200509;AirTran Airways;FL;AirTran Airways;FL;Domestic;US;Passenger;Narrow Body;Boeing;737;700;62;7,936,000
200509;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;400;182;22,022,000
200509;Alaska Airlines;AS;Alaska Airlines;AS;International;Canada;Passenger;Narrow Body;Boeing;737;400;69;8,349,000
200509;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;400;69;8,349,000
200509;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;700;13;1,679,600
200509;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;800;16;2,304,000
200509;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;900;40;5,852,000
200509;Alaska Airlines;AS;Alaska Airlines;AS;International;Mexico;Passenger;Narrow Body;Boeing;737;900;20;2,926,000
200509;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;;107;13,910,000
200509;Alaska Airlines;AS;Alaska Airlines;AS;International;Canada;Passenger;Narrow Body;McDonnell Douglas;MD-80;;19;2,470,000
200509;All Nippon Airways;NH;All Nippon Airways;NH;International;Asia;Passenger;Wide Body;Boeing;777;200ER;30;13,800,000
200509;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;Boeing;757;W;181;35,838,000
200509;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;200;59;15,930,000
200509;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Wide Body;Boeing;767;300;164;50,840,000
200509;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;83;249;32,370,000
200509;American Airlines;AA;American Airlines;AA;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-80;SP;388;50,440,000
200509;American Eagle Airlines;MQ;American Airlines;AA;Domestic;US;Passenger;Regional Jet;Embraer;ERJ;140;146;6,029,800
200509;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Swearingen;SA-227;AC;18;252,000
200509;Ameriflight;A8;Ameriflight;A8;Domestic;US;Freighter;Turbo Prop;Swearingen;SA-227;AT;7;108,500
200509;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Freighter;Wide Body;Boeing;747;400;8;5,328,000
200509;Asiana Airlines;OZ;Asiana Airlines;OZ;International;Asia;Passenger;Wide Body;Boeing;777;200ER;18;8,280,000
200509;Astar Air Cargo;ER;Astar Air Cargo;ER;Domestic;US;Freighter;Wide Body;Airbus;A300;;34;10,044,280
200509;Astar Air Cargo;ER;Astar Air Cargo;ER;Domestic;US;Freighter;Wide Body;McDonnell Douglas;DC-8;73;19;5,225,000
200509;Astar Air Cargo;ER;Astar Air Cargo;ER;Domestic;US;Freighter;Turbo Prop;Swearingen;SA-227;L;20;266,400
200509;BelAir Airlines;BBB;BelAir Airlines;BBB;International;Europe;Passenger;Wide Body;Boeing;767;300;2;700,000
200509;British Airways;BA;British Airways;BA;International;Europe;Passenger;Wide Body;Boeing;747;400;60;37,800,000
200509;Cargolux Airlines ;CV;Cargolux Airlines ;CV;International;Europe;Freighter;Wide Body;Boeing;747;400;9;5,994,000
200509;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Freighter;Wide Body;Boeing;747;400;17;11,322,000
200509;Cathay Pacific;CX;Cathay Pacific;CX;International;Asia;Passenger;Wide Body;Boeing;747;400;30;18,900,000
200509;China Airlines;CI;China Airlines;CI;International;Asia;Passenger;Wide Body;Boeing;747;400;32;20,160,000
200509;China Airlines;CI;China Airlines;CI;International;Asia;Freighter;Wide Body;Boeing;747;;25;16,650,000
200509;China Cargo Airlines;CK;China Cargo Airlines;CK;International;Asia;Freighter;Wide Body;McDonnell Douglas;MD-11;;14;6,601,000
200509;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;737;800;154;22,176,000
200509;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;Boeing;757;;222;43,956,000
200509;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;200;1;270,000
200509;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300;91;26,845,000
200509;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;300ER;17;5,440,000
200509;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Wide Body;Boeing;767;400;86;30,100,000
200509;Delta Air Lines;DL;Delta Air Lines;DL;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-90;;30;4,260,000
200509;EVA Airways;BR;EVA Airways;BR;International;Asia;Combi;Wide Body;Boeing;747;400;48;30,192,000
200509;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;DC-10;10;46;17,250,000
200509;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;DC-10;30;1;436,000
200509;Federal Express;FX;Federal Express;FX;Domestic;US;Freighter;Wide Body;McDonnell Douglas;MD-11;;19;9,148,500
200509;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A318;;1;126,800
200509;Frontier Airlines;F9;Frontier Airlines;F9;Domestic;US;Passenger;Narrow Body;Airbus;A319;;142;19,099,000
200509;Hawaiian Airlines;HA;Hawaiian Airlines;HA;Domestic;US;Passenger;Wide Body;Boeing;767;300;30;9,600,000
200509;Horizon Air ;QX;Alaska Airlines;AS;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;84;5,628,000
200509;Icelandair;FI;Icelandair;FI;International;Europe;Passenger;Wide Body;Boeing;767;300ER;8;2,560,000
200509;Independence Air;DH;Independence Air;DH;Domestic;US;Passenger;Narrow Body;Airbus;A319;;64;8,819,200
200509;Japan Airlines;JL;Japan Airlines;JL;International;Asia;Freighter;Wide Body;Boeing;747;200;48;30,240,000
200509;Japan Airlines;JL;Japan Airlines;JL;International;Asia;Passenger;Wide Body;Boeing;747;400;30;18,900,000
200509;KLM Royal Dutch Airlines;KL;KLM Royal Dutch Airlines;KL;International;Europe;Passenger;Wide Body;Boeing;777;200;30;14,100,000
200509;Kalitta Air;K4;Kalitta Air;K4;Domestic;US;Freighter;Wide Body;Boeing;747;200;13;8,190,000
200509;Kitty Hawk Air Cargo;KR;Kitty Hawk Air Cargo;KR;Domestic;US;Freighter;Narrow Body;Boeing;727;200;7;1,125,000
200509;Kitty Hawk Air Cargo;KR;Kitty Hawk Air Cargo;KR;Domestic;US;Freighter;Narrow Body;Boeing;737;300;25;2,915,000
200509;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;400;6;3,918,000
200509;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Freighter;Wide Body;Boeing;747;;23;14,996,000
200509;Korean Air Lines;KE;Korean Air Lines;KE;International;Asia;Passenger;Wide Body;Boeing;777;200;17;7,820,000
200509;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Boeing;747;430;30;18,900,000
200509;Lufthansa German Airlines;LH;Lufthansa German Airlines;LH;International;Europe;Passenger;Wide Body;Airbus;A340;600;30;17,130,000
200509;Mesa Airlines;YV;US Airways;US ;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;900;29;2,131,500
200509;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Wide Body;Boeing;767;0;1;320,100
200509;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A319;;18;2,421,000
200509;Mexicana Airlines;MX;Mexicana Airlines;MX;International;Mexico;Passenger;Narrow Body;Airbus;A320;;40;5,688,000
200509;Midwest Airlines;YX;Midwest Airlines;YX;Domestic;US;Passenger;Narrow Body;McDonnell Douglas;MD-88;;29;4,045,500
200509;Nippon Cargo Airlines;KZ;Nippon Cargo Airlines;KZ;International;Asia;Freighter;Wide Body;Boeing;747;200;48;30,240,000
200509;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Boeing;757;300;92;20,608,000
200509;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Boeing;757;;118;23,364,000
200509;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Airbus;A319;;30;4,032,000
200509;Northwest Airlines;NW;Northwest Airlines;NW;Domestic;US;Passenger;Narrow Body;Airbus;A320;;59;8,389,800
200509;Northwest Airlines;NW;Northwest Airlines;NW;International;Asia;Passenger;Wide Body;Airbus;A330;223;30;12,036,000
200509;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Boeing;747;400;23;14,490,000
200509;Philippine Airlines;PR;Philippine Airlines;PR;International;Asia;Passenger;Wide Body;Airbus;A340;300;10;4,188,800
200509;Singapore Airlines;SQ;Singapore Airlines;SQ;International;Asia;Passenger;Wide Body;Boeing;747;400;30;18,900,000
200509;Singapore Airlines;SQ;Singapore Airlines;SQ;International;Asia;Passenger;Wide Body;Boeing;777;200ER;30;13,771,500
200509;SkyWest Airlines;OO;Delta Air Lines;DL;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;500;176;8,272,000
200509;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;600;241;16,147,000
200509;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Regional Jet;Bombardier;CRJ;600;60;4,020,000
200509;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Regional Jet;Bombardier;CRJ;700;1,250;58,750,000
200509;SkyWest Airlines;OO;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Turbo Prop;Embraer;ERJ;120;1,550;39,990,000
200509;Sun Country Airlines;SY;Sun Country Airlines;SY;Domestic;US;Passenger;Narrow Body;Boeing;737;800;30;4,387,500
200509;TACA;TA;TACA;TA;International;Central America;Passenger;Narrow Body;Airbus;A320;;38;5,403,600
200509;Tradewinds Airlines;WI;Tradewinds Airlines;WI;Domestic;US;Freighter;Wide Body;Boeing;747;200B;6;3,780,000
200509;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Boeing;737;300;172;19,608,000
200509;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Boeing;757;;1;198,000
200509;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A319;;137;18,865,000
200509;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A320;;116;16,490,800
200509;US Airways;US ;US Airways;US ;Domestic;US;Passenger;Narrow Body;Airbus;A321;;187;32,070,500
200509;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;500;22;2,420,000
200509;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;700;15;1,920,000
200509;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;800;212;30,528,000
200509;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;900;9;1,325,700
200509;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;;36;4,104,000
200509;United Airlines;UA;United Airlines;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;200;76;15,048,000
200509;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;300;332;37,848,000
200509;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Canada;Passenger;Narrow Body;Boeing;737;322;120;13,680,000
200509;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;737;500;122;13,420,000
200509;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Wide Body;Boeing;747;422;5;3,150,000
200509;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Asia;Passenger;Wide Body;Boeing;747;422;150;94,500,000
200510;Alaska Airlines;AS;Alaska Airlines;AS;Domestic;US;Passenger;Narrow Body;Boeing;737;400;129;15,609,000
200509;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Australia / Oceania;Passenger;Wide Body;Boeing;747;422;30;18,900,000
200509;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;International;Europe;Passenger;Wide Body;Boeing;747;422;30;18,900,000
200509;United Airlines - Pre 07/01/2013;UA;United Airlines - Pre 07/01/2013;UA;Domestic;US;Passenger;Narrow Body;Boeing;757;;1,141;225,918,000
